Genre,Artist,Song,Lyric
Metal,Zeraphine,Toxic Skies,"The letters were broken as I tried to read your words
From the lips in your eyes, from the desert in my mind
And I'm craving for your touch and for an unexpected sign
Can you feel my frozen tears, can you see more than I've ever seen

How should I start, how should it end
When I'm chained to toxic skies
What does it matter if I go
The end of the world is passing us by

Life is a contradiction Â· it's just a long term fall

I'm lying in silence since I collapsed on the sterile floor
Visions are clearing, I couldn't stand them anymore
And your eyes are open, but you're staring at the door
And I wave my last good-bye to you, the lights are fading away again

"
Metal,Zemial,March Of The Giants,"Deep in the mountains where the silence of the stone lies unbroken and where fire is born
Giant men of power lay waiting for the Serpent of Fate to rise from the Sea of Dreams
With weapons in hand, a deep breath and one last stand
- to ascend to the throne of the age of man
Marching on, marching on 'til the sun hides
Marching on, marching on against you and I!
Disturbed is the peace - aggressive toward order
ÎÎÎÎÎ£ ÎÎ¥ÎÎÎÎ£ Î¤ÎÎ£ ÎÎÎÎÎ£ ÎÎÎ Î¡ÎÎ£ ÎÎÎ£
(Megas kyklos tis Gaias empros mas)
Hammer on hammer, sword on sword and lightning strikes the ground we walk
Now their purpose is clear
Minions of chaos march, born of black heart
Forces of Thunder and the Trident responding from the skies and the darkened blue seas
Elements of the mind merging, the virtue of rising their weapon: tempered thought and steel
The Bringers of Dawn, rise holding the moon and the dream of the thrones of the age of man
One mighty clash - Epeboe! Epeboe!
The worlds collide - Epeboe!
Dreams turned to ashes - Epeboe! Epeboe!
The fighting goes on and on...

"
Metal,Melvins,Jacksonville,"You know, I don't think this is going very well.
I mean, like 10 percent of the audience wants to fight.
The other 90 percent are totally bored.
So it's like, what the fuck am I doing up here, you know.

You know when I am sitting around at home in Hollywood, usually what I'm saying to myself is how much we suck compared to all the great bands from Jacksonville.
I'm thinking how much my life sucks compared to what it would be like if I just lived in Jacksonville.
Unfortunately, I'm exiled in California.

And you guys are in this hot bed of entertainment, called Jacksonville.
So I think without any further ado, we will continue by being completely bored ourselves.

Oh, I'm so damn lonely

...AND I HATE EVERYBODY!

[x6]
And we hate everyone of you!

[x8]
FUCK YOU!

AH!

[x4]
We hate you all and want you to die

[x4]
FUCK YOU!

[x4]
We hate you all and want you to die

[x8]
Die!

"
Metal,Zao,Man In Cage Jack Wilson,"[Instrumental]


Thanks to sergei_cgc for correcting track #6 lyrics.


"
Metal,Zao,Alive Is Dead,"[Instrumental]

"
Metal,Zapruder,Modern Idiot,"Put your clammy palms in the air
to dance it is the hour
Yet another body to devour
glorious sexual uproar

Just like a roman senator
With a mouthful of grapes
Shake your floggid body
For a hundred and twenty days

Our bodies are clutching
Far from the ecstasy of kissing
The scrambling for Narcissus' spoils
You call desire

Modern idiot, Useful idiot
Selling man out on the market
Pleading plead freedom
Dirty freedom to defile
scattered doubt of majority rule

(Your) automatic shield will not protect you
Now you can feel how much I desire you

Now the worms can feed

And now it's fools' time
You've got to know
And now it's fools' time, fools' time
Our bodies are raw

"
Metal,Zemial,Words From The Temple Of Shadows,"A rite from the depths of antiquity
Opens the eye of a god
Your name called in the temple of shadows
A sacrifice - you shall respond!

Over and over you reach for their secret to find
But now you know that the daemon has spoken the truth
In corridors of whispers, entranced, you have uttered their names
And cursed the moments when dreams fade away

For they where here before you
Remember the eye of the throne is watching
The chains will break in the deep seas
The gates will open

Over and over you reach for their secret to find
But now you know that the daemon has spoken the truth
In corridors of whispers, entranced, you have uttered their names
And cursed the moments when dreams fade away

""Oh wings of deep darkness,
Bring forth the gods that ride the ancient starlight and
Dream amongst the heavens""

The serpent, shall scream again
The nights shall have no end
Another, sign to remember,
The walls that hold Absu out... will break

[Priestess:]
""Der Widerhall einer BeschwÃ¶rung im Tempel der Schatten. Die Zeit ist nah, in der die Pforte sich Ã¶ffnet und die TrÃ¤umer erscheinen. Trage uns zur Morgen- und AbenddÃ¤mmerung und zur Dunkelheit des westlichen Himmels.""
[English translation:]
""The echo of a summoning in the temple of shadows. The time is near, for the gate to be opened and the dreamers to arrive. Carry us to morning and evening twilight and to the darkness of the western sky.""



"
Metal,Dance Club Massacre,The Duchess And The Cougar,"Don't bust my chops babe, you ain't no damsel in distress.  If so I'm your villain. If we embark on this journey upstairs, the shit's gonna hit the fan. For someone who wears expensive armor, you sure as hell can't hold your own. You best be ready to bust out the game Genie, cause I'm the final boss. I'm tired of one vs. one when you play with a handicap. Yes, i rock, but you sure could use a tutorial. I'm tired of half assed  HJs as i blister my fingers. No, I won't find a worthy opponent. What's that sound downstairs? Man I'm missing out. Global guts in on, and someone's making breakfast. What a waste of time.

"
Metal,Melvins,Queen,"As a measure of the soul
Ever done run bring your fear
You and me, we got the same air goin'
Breathin' here
You got send to toad water, you been
Like someone left to cold half breathin'
Maybe me and the Queen could take another over
Walk it away, yeah

Oh little wish it away
I got time to wish away
Little wish it away

Head look about the free
Like a dumb mum bring a wheel
I might take the tee mind over
Load and see
I done kicked a hole wide lookin'
A gapin' half to free mind mover
Maybe me and the Queen can give a side order
Love it away well

Oh little wish it away
I got time to wish away
Little wish it away

She don't hang.

"
Metal,Melissa,Hate,"[ theme : N.T.]
Consumed with hatred
I'm looking to the west
Where shadows are gathering
In their twilight dance
Dance of death, music of dark skies
To the west, where the Eye beckons me

[theme : N.T.]

Consumed with hatred
I'm looking to the west
As the bloody sun is setting
In the mountains
Sounds of death, music of dark skies
To the west, where the Eye beckons me

God, forgive my sick free spirit
For I... For I have cursed you in my heart

[solo : P.G.]

Consumed with hatred
I'm looking to the west
Where shadows are gathering
In their twilight dance
As the bloody sun is setting
In the mountains

Where the Eye beckoned me

[bass solo : S.O.]

"
Metal,Zandelle,Ecstasy,"Now look!
Cause I don't want to play your game by the book
You know you have captured me with your hook
Why don't you just take another look

[Solo: Tsalikis]

Cause you!
You are everything I'm searching for
Before you always wanted more
Now I see you are the final score
You know you're the one for me
You know you're my ecstasy

[Solo: Tsalikis]

Cause i
I don't know what to do or say
I want to see you night and pay
But I guess is the price I pay

Alright
I want to love you through the night
You know that you always do it right
With you I have reached the highest height
You know you're the one for me
You know you're my ecstasy

[Solo: Corallo]

Now look!
Cause I don't want to play your game by the book
You know you have captured me with your hook
Why don't you just take another look

[Solo: Corallo]

Cause you!
You are everything I'm searching for
Before you always wanted more
Now I see you are the final score
You know you're the one for me
You know you're my ecstasy

[Solo: Corallo]

"
Metal,Melvins,Underground,"
"
Metal,Zandelle,The Final Hour,"He prophecy had been foretold for centuries
Revealing visions of the end
The current state of things unveiling signs of doom
The horsemen now are on their way

You cannot run you cannot hide
Your prayers canât save you now the time has come to die

When the night falls, oh
And the moon is red as blood
The final hour, oh
The beast will arise and prepare its victory

The Time has come to lay to rest the Enemy
The hour of Death is drawing near
The Famine strikes all hope is lost as thousands fall
Disease and Pestilence rage on

No turning back we shall not fall
Bloodthirsty demons attack in the night and now we must fight for our lives

When the night falls, oh
And the moon is red as blood
The final hour, oh
The beast will arise and prepare its victory

As corpses rot the One stands tall
The greatest evil that the world has ever known

When the night falls, oh
And the moon is red as blood
The final hour, oh
The beast will arise and prepare for
When the night falls, oh
And the moon is red as blood
The final hour, oh
The One will arise and declare its victory
Oh
Declaring the battle won

"
Metal,Zao,Psalm Of The City Of The Dead,"As we wait here for a sign we are greeted by the end of time,
These streets aren't paved with gold,
You are my everything,
My soul is growing cold

"
Metal,Damnation,Deliverance,"[lyrics: Bart]

Closed before ages on the other side of the defined
Where black planets circulate without a goal
Where the births of creatures lie
Fettered with sorcery they never die
When the stars reach the proper place
In the Cycle of eternity
And the world is prepared for their arrival
They will emerge from the gaping chasm of dark dimension
Forgotten black flames will burn again
The battle hymn echoes in my soul
Free from fetters of the ancient magic
I wander boundless times and spaces
My name is eternal
Spoken turns into...
Damnation
[lead: LES]
[lead: BART]
[lead: LES]
[lead: BART]

"
